zone,state,lga,sector,ea,hhid,Sec9_resp,s9q1a,s9q1b,s9q1c,s9q1d,s9q1e,s9q1f,s9q1g,s9q1h,s9q1i,s9q1j,s9q2a,s9q2b1,s9q2b,s9q4,s9q5__0,s9q5__1,s9q5__2,s9q5__3,s9q5__4,s9q5__5,s9q5__6,s9q5__7,s9q5__8,s9q5__9,s9q5__10,s9q5__11,s9q5__12,s9q5__13,s9q5__14,s9q5__15,s9q5__16,s9q5__17,s9q5__18,s9q5__19,s9q6_1,s9q6_2,s9q6_3,s9q6_os
3. North West,19. Kano,1921. KANO MUNICIPAL,1. URBAN,842,190011,2,2. NO,2. NO,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1921. KANO MUNICIPAL,1. URBAN,0,190012,9,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1921. KANO MUNICIPAL,1. URBAN,842,190013,1601,1. YES,1. YES,1. YES,2. NO,1. YES,1. YES,1. YES,2. NO,1. YES,1. YES,3,3,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,5. FOOD IN THE MARKET WAS VERY EXPENSIVE,,,
3. North West,19. Kano,1921. KANO MUNICIPAL,1. URBAN,842,190014,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,4,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1925. KUMBOTSO,2. RURAL,0,190015,1,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1918. GWALE,2. RURAL,0,190016,2,1. YES,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1921. KANO MUNICIPAL,1. URBAN,842,190017,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,,5,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1925. KUMBOTSO,1. URBAN,0,190018,3,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,4,5,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1921. KANO MUNICIPAL,1. URBAN,842,190019,4,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,3,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1921. KANO MUNICIPAL,1. URBAN,842,190020,4,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1914. GARKO,2. RURAL,934,190081,2,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,1. YES,1. YES,3,4,4,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,8. FLOODS/WATER LOGGING,,,
3. North West,19. Kano,1914. GARKO,2. RURAL,934,190082,1,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,1. YES,2. NO,2. NO,2. NO,3,3,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1914. GARKO,2. RURAL,934,190083,1,1. YES,1. YES,1. YES,2. NO,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,3,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1914. GARKO,2. RURAL,934,190084,1,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2,3,4,1. YES,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5. FOOD IN THE MARKET WAS VERY EXPENSIVE,,,
3. North West,19. Kano,1914. GARKO,2. RURAL,934,190085,2,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2,,,1. YES,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4. INADEQUATE HOUSEHOLD FOOD STOCKS DUE TO LACK OF FARM INPUTS,,,
3. North West,19. Kano,1914. GARKO,2. RURAL,934,190086,1,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,3,3,4,1. YES,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1. INADEQUATE HOUSEHOLD FOOD STOCKS DUE TO DROUGHT/ POOR RAINS,,,
3. North West,19. Kano,1914. GARKO,2. RURAL,934,190087,2,1. YES,1. YES,1. YES,2. NO,1. YES,1. YES,2. NO,2. NO,2. NO,1. YES,3,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1914. GARKO,2. RURAL,934,190088,1,2. NO,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1914. GARKO,2. RURAL,934,190089,1,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,4,5,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1914. GARKO,2. RURAL,934,190090,1,2. NO,1. YES,1. YES,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1912. FAGGE,1. URBAN,1510,190111,1,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,2. NO,3,3,3,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5. FOOD IN THE MARKET WAS VERY EXPENSIVE,,,
3. North West,19. Kano,1912. FAGGE,1. URBAN,1510,190112,1,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,3,3,3,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,12. LACK OF MONEY,5. FOOD IN THE MARKET WAS VERY EXPENSIVE,,
3. North West,19. Kano,1912. FAGGE,1. URBAN,1510,190113,2,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. YES,1. YES,3,3,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,5. FOOD IN THE MARKET WAS VERY EXPENSIVE,12. LACK OF MONEY,,
3. North West,19. Kano,1912. FAGGE,1. URBAN,1510,190114,1,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2,2,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1912. FAGGE,1. URBAN,1510,190115,12,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,3,3,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5. FOOD IN THE MARKET WAS VERY EXPENSIVE,12. LACK OF MONEY,,
3. North West,19. Kano,1912. FAGGE,1. URBAN,1510,190116,1,2. NO,1. YES,1. YES,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1912. FAGGE,1. URBAN,1510,190117,1,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,1. YES,1. YES,3,3,4,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1912. FAGGE,1. URBAN,1510,190118,1,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,4,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1912. FAGGE,1. URBAN,1510,190119,2,2. NO,2. NO,1. YES,1. YES,2. NO,2. NO,1. YES,2. NO,1. YES,2. NO,3,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1910. DAWAKIN TOFA,2. RURAL,808,190131,1,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1910. DAWAKIN TOFA,2. RURAL,808,190132,1,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,3,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1910. DAWAKIN TOFA,2. RURAL,808,190133,1,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. YES,1. YES,3,3,4,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,12. LACK OF MONEY,5. FOOD IN THE MARKET WAS VERY EXPENSIVE,,
3. North West,19. Kano,1910. DAWAKIN TOFA,2. RURAL,808,190134,1,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1910. DAWAKIN TOFA,2. RURAL,808,190135,5,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,1. YES,3,,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5. FOOD IN THE MARKET WAS VERY EXPENSIVE,12. LACK OF MONEY,,
3. North West,19. Kano,1910. DAWAKIN TOFA,2. RURAL,808,190136,1,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,3,3,4,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12. LACK OF MONEY,,,
3. North West,19. Kano,1910. DAWAKIN TOFA,2. RURAL,808,190137,2,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2,2,2,1. YES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5. FOOD IN THE MARKET WAS VERY EXPENSIVE,,,
3. North West,19. Kano,1910. DAWAKIN TOFA,2. RURAL,808,190138,1,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,3,3,,1. YES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5. FOOD IN THE MARKET WAS VERY EXPENSIVE,,,
3. North West,19. Kano,1910. DAWAKIN TOFA,2. RURAL,808,190139,1,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. YES,1. YES,1. YES,2. NO,2,2,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1910. DAWAKIN TOFA,2. RURAL,808,190140,2,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1919. GWARZO,2. RURAL,366,190161,1,1. YES,1. YES,1. YES,1. YES,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,3,3,,1. YES,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,5. FOOD IN THE MARKET WAS VERY EXPENSIVE,12. LACK OF MONEY,,
3. North West,19. Kano,1919. GWARZO,2. RURAL,366,190162,1,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1919. GWARZO,2. RURAL,366,190163,1,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,3,3,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1919. GWARZO,2. RURAL,366,190164,6,1. YES,1. YES,1. YES,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,3,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1919. GWARZO,2. RURAL,366,190165,1,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1919. GWARZO,2. RURAL,366,190166,1,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,3,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1919. GWARZO,2. RURAL,366,190167,1,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2,2,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,18. Kaduna,1823. ZARIA,2. RURAL,0,190168,1,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2,1,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1919. GWARZO,2. RURAL,366,190169,5101,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,4,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1919. GWARZO,2. RURAL,366,190170,5,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,6,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1928. MADOBI,2. RURAL,526,190171,3,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,3,3,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1928. MADOBI,2. RURAL,526,190172,3,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. YES,1. YES,2. NO,2. NO,3,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1928. MADOBI,2. RURAL,526,190173,1,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,1. YES,3,3,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,5. FOOD IN THE MARKET WAS VERY EXPENSIVE,12. LACK OF MONEY,,
3. North West,19. Kano,1928. MADOBI,2. RURAL,526,190174,5101,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,4,5,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12. LACK OF MONEY,,,
3. North West,19. Kano,1928. MADOBI,2. RURAL,526,190175,1,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. YES,1. YES,3,3,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5. FOOD IN THE MARKET WAS VERY EXPENSIVE,12. LACK OF MONEY,,
3. North West,19. Kano,1928. MADOBI,2. RURAL,526,190176,1,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2,2,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1928. MADOBI,2. RURAL,526,190177,2,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2,2,,1. YES,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5. FOOD IN THE MARKET WAS VERY EXPENSIVE,,,
3. North West,19. Kano,1928. MADOBI,2. RURAL,0,190178,5,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,2,3,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1928. MADOBI,2. RURAL,526,190179,1,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1928. MADOBI,2. RURAL,526,190180,1,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,4,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1923. KIBIYA,2. RURAL,0,190191,1,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,3,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1923. KIBIYA,2. RURAL,284,190192,1,1. YES,1. YES,1. YES,2. NO,1. YES,1. YES,1. YES,2. NO,1. YES,1. YES,3,3,3,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,12. LACK OF MONEY,,,
3. North West,19. Kano,1923. KIBIYA,2. RURAL,284,190193,1,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,4,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1923. KIBIYA,2. RURAL,284,190194,1,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,2. NO,2. NO,3,3,3,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5. FOOD IN THE MARKET WAS VERY EXPENSIVE,12. LACK OF MONEY,,
3. North West,19. Kano,1923. KIBIYA,2. RURAL,284,190195,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1923. KIBIYA,2. RURAL,284,190196,1,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,2,2,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1923. KIBIYA,2. RURAL,284,190197,2,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1923. KIBIYA,2. RURAL,284,190198,1,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. YES,2,,,1. YES,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4. INADEQUATE HOUSEHOLD FOOD STOCKS DUE TO LACK OF FARM INPUTS,,,
3. North West,19. Kano,1923. KIBIYA,2. RURAL,284,190199,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1923. KIBIYA,2. RURAL,284,190200,1,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1909. DAWAKIN KUDU,2. RURAL,1684,199001,6,2. NO,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2,3,5,1. YES,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1. INADEQUATE HOUSEHOLD FOOD STOCKS DUE TO DROUGHT/ POOR RAINS,,,
3. North West,19. Kano,1909. DAWAKIN KUDU,2. RURAL,1684,199002,1,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2,3,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1909. DAWAKIN KUDU,2. RURAL,1684,199004,2,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,3,1. YES,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,12. LACK OF MONEY,5. FOOD IN THE MARKET WAS VERY EXPENSIVE,,
3. North West,19. Kano,1909. DAWAKIN KUDU,2. RURAL,1684,199005,7,2. NO,2. NO,2. NO,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,3,4,5,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1909. DAWAKIN KUDU,2. RURAL,1684,199006,1,1. YES,1. YES,1. YES,2. NO,1. YES,1. YES,1. YES,2. NO,2. NO,1. YES,3,3,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1909. DAWAKIN KUDU,2. RURAL,1684,199007,1,1. YES,1. YES,1. YES,1. YES,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,3,4,5,1. YES,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12. LACK OF MONEY,,,
3. North West,19. Kano,1909. DAWAKIN KUDU,2. RURAL,1684,199008,1,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,3,4,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1909. DAWAKIN KUDU,2. RURAL,1684,199011,1,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,1. YES,3,,,1. YES,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,12. LACK OF MONEY,,,
3. North West,19. Kano,1909. DAWAKIN KUDU,2. RURAL,1684,199012,2,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,3,5,4,1. YES,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,5. FOOD IN THE MARKET WAS VERY EXPENSIVE,12. LACK OF MONEY,,
3. North West,19. Kano,1919. GWARZO,2. RURAL,596,199013,2,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2,2,2,1. YES,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,96. OTHER (SPECIFY),,,DEATH OF HEAD OF THE HOUSEHOLD
3. North West,19. Kano,1919. GWARZO,2. RURAL,596,199014,1,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. YES,3,2,2,1. YES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4. INADEQUATE HOUSEHOLD FOOD STOCKS DUE TO LACK OF FARM INPUTS,5. FOOD IN THE MARKET WAS VERY EXPENSIVE,12. LACK OF MONEY,
3. North West,19. Kano,1919. GWARZO,2. RURAL,596,199015,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1919. GWARZO,2. RURAL,596,199016,1,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. YES,1. YES,3,3,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,5. FOOD IN THE MARKET WAS VERY EXPENSIVE,4. INADEQUATE HOUSEHOLD FOOD STOCKS DUE TO LACK OF FARM INPUTS,,
3. North West,19. Kano,1919. GWARZO,2. RURAL,596,199018,1,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2,3,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1919. GWARZO,2. RURAL,596,199019,2,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,3,3,4,1. YES,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5. FOOD IN THE MARKET WAS VERY EXPENSIVE,,,
3. North West,19. Kano,1919. GWARZO,2. RURAL,596,199021,1,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1919. GWARZO,2. RURAL,596,199022,1,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2,2,,1. YES,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1. INADEQUATE HOUSEHOLD FOOD STOCKS DUE TO DROUGHT/ POOR RAINS,,,
3. North West,19. Kano,1919. GWARZO,2. RURAL,596,199023,2,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,4,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1919. GWARZO,2. RURAL,596,199024,1,2. NO,1. YES,1. YES,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,3,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1924. KIRU,2. RURAL,356,199025,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1924. KIRU,2. RURAL,356,199026,2,2. NO,1. YES,1. YES,2. NO,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,3,3,4,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1924. KIRU,2. RURAL,356,199027,1,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1924. KIRU,2. RURAL,356,199030,1,1. YES,1. YES,1. YES,2. NO,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,3,3,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1924. KIRU,2. RURAL,356,199031,1,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. YES,1. YES,3,3,3,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5. FOOD IN THE MARKET WAS VERY EXPENSIVE,12. LACK OF MONEY,,
3. North West,19. Kano,1924. KIRU,2. RURAL,356,199032,5,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1924. KIRU,2. RURAL,356,199033,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1924. KIRU,2. RURAL,356,199034,1,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,3,3,4,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1924. KIRU,2. RURAL,356,199035,2,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2,2,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1924. KIRU,2. RURAL,356,199036,2,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
