zone,state,lga,sector,ea,hhid,Sec9_resp,s9q1a,s9q1b,s9q1c,s9q1d,s9q1e,s9q1f,s9q1g,s9q1h,s9q1i,s9q1j,s9q2a,s9q2b1,s9q2b,s9q4,s9q5__0,s9q5__1,s9q5__2,s9q5__3,s9q5__4,s9q5__5,s9q5__6,s9q5__7,s9q5__8,s9q5__9,s9q5__10,s9q5__11,s9q5__12,s9q5__13,s9q5__14,s9q5__15,s9q5__16,s9q5__17,s9q5__18,s9q5__19,s9q6_1,s9q6_2,s9q6_3,s9q6_os
2. North East,5. Bauchi,507. GAMAWA,2. RURAL,230,59089,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,,4,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,507. GAMAWA,2. RURAL,230,59090,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,,4,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,507. GAMAWA,2. RURAL,230,59092,1,2. NO,2. NO,1. YES,2. NO,1. YES,1. YES,2. NO,2. NO,2. NO,1. YES,3,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,507. GAMAWA,2. RURAL,230,59093,1,2. NO,1. YES,1. YES,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,3,4,5,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,507. GAMAWA,2. RURAL,230,59094,2,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,3,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,507. GAMAWA,2. RURAL,230,59095,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,4,5,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,508. GIADE,2. RURAL,1064,59097,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,4,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,508. GIADE,2. RURAL,1064,59098,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,4,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,508. GIADE,2. RURAL,1064,59099,1,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,1. YES,3,3,4,1. YES,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,12. LACK OF MONEY,,,
2. North East,5. Bauchi,508. GIADE,2. RURAL,1064,59101,1,1. YES,1. YES,1. YES,2. NO,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,3,,4,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,508. GIADE,2. RURAL,1064,59102,1,1. YES,1. YES,1. YES,2. NO,1. YES,1. YES,2. NO,2. NO,1. YES,2. NO,3,4,5,1. YES,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4. INADEQUATE HOUSEHOLD FOOD STOCKS DUE TO LACK OF FARM INPUTS,12. LACK OF MONEY,,
2. North East,5. Bauchi,508. GIADE,2. RURAL,1064,59103,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,508. GIADE,2. RURAL,1064,59104,1,1. YES,1. YES,1. YES,1. YES,2. NO,1. YES,1. YES,2. NO,2. NO,1. YES,3,3,4,1. YES,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,12. LACK OF MONEY,,,
2. North East,5. Bauchi,508. GIADE,2. RURAL,1064,59105,1,1. YES,1. YES,1. YES,2. NO,1. YES,1. YES,2. NO,2. NO,2. NO,1. YES,3,3,4,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,508. GIADE,2. RURAL,1064,59106,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,508. GIADE,2. RURAL,1064,59108,1,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,3,4,5,1. YES,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4. INADEQUATE HOUSEHOLD FOOD STOCKS DUE TO LACK OF FARM INPUTS,5. FOOD IN THE MARKET WAS VERY EXPENSIVE,,
2. North East,5. Bauchi,509. GUNJUWA,2. RURAL,2196,59110,1,1. YES,1. YES,1. YES,2. NO,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,3,4,5,1. YES,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,4. INADEQUATE HOUSEHOLD FOOD STOCKS DUE TO LACK OF FARM INPUTS,12. LACK OF MONEY,,
2. North East,5. Bauchi,509. GUNJUWA,2. RURAL,2196,59111,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2,2,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,509. GUNJUWA,2. RURAL,2196,59112,1,1. YES,1. YES,1. YES,2. NO,1. YES,1. YES,2. NO,2. NO,2. NO,1. YES,3,3,4,1. YES,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,12. LACK OF MONEY,5. FOOD IN THE MARKET WAS VERY EXPENSIVE,,
2. North East,5. Bauchi,509. GUNJUWA,2. RURAL,2196,59113,1,1. YES,1. YES,1. YES,2. NO,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,3,4,5,1. YES,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,4. INADEQUATE HOUSEHOLD FOOD STOCKS DUE TO LACK OF FARM INPUTS,12. LACK OF MONEY,5. FOOD IN THE MARKET WAS VERY EXPENSIVE,
2. North East,5. Bauchi,509. GUNJUWA,2. RURAL,2196,59115,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2,2,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,509. GUNJUWA,2. RURAL,2196,59116,1,1. YES,1. YES,1. YES,2. NO,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,3,,5,1. YES,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,5. FOOD IN THE MARKET WAS VERY EXPENSIVE,4. INADEQUATE HOUSEHOLD FOOD STOCKS DUE TO LACK OF FARM INPUTS,,
2. North East,5. Bauchi,509. GUNJUWA,2. RURAL,2196,59117,1,1. YES,1. YES,1. YES,2. NO,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,3,4,5,1. YES,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,4. INADEQUATE HOUSEHOLD FOOD STOCKS DUE TO LACK OF FARM INPUTS,12. LACK OF MONEY,,
2. North East,5. Bauchi,509. GUNJUWA,2. RURAL,2196,59118,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,4,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,509. GUNJUWA,2. RURAL,2196,59119,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2,2,4,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,509. GUNJUWA,2. RURAL,2196,59120,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,4,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,511. JAMARE,2. RURAL,796,59121,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,4,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,511. JAMARE,2. RURAL,796,59122,1,1. YES,1. YES,2. NO,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,3,3,4,1. YES,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4. INADEQUATE HOUSEHOLD FOOD STOCKS DUE TO LACK OF FARM INPUTS,5. FOOD IN THE MARKET WAS VERY EXPENSIVE,,
2. North East,5. Bauchi,511. JAMARE,2. RURAL,796,59124,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,511. JAMARE,2. RURAL,796,59125,1,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,3,4,5,1. YES,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,4. INADEQUATE HOUSEHOLD FOOD STOCKS DUE TO LACK OF FARM INPUTS,12. LACK OF MONEY,,
2. North East,5. Bauchi,511. JAMARE,2. RURAL,796,59127,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,4,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,511. JAMARE,2. RURAL,796,59128,3,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,3,4,5,1. YES,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,4. INADEQUATE HOUSEHOLD FOOD STOCKS DUE TO LACK OF FARM INPUTS,12. LACK OF MONEY,,
2. North East,5. Bauchi,511. JAMARE,2. RURAL,796,59129,1,1. YES,2. NO,1. YES,2. NO,1. YES,1. YES,2. NO,2. NO,1. YES,1. YES,3,4,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,511. JAMARE,2. RURAL,796,59130,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,511. JAMARE,2. RURAL,796,59132,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,4,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,514. MISAU,2. RURAL,1964,59133,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,4,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,18. Kaduna,1806. JABA,2. RURAL,0,59135,5,1. YES,1. YES,2. NO,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,3,,,1. YES,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1. INADEQUATE HOUSEHOLD FOOD STOCKS DUE TO DROUGHT/ POOR RAINS,4. INADEQUATE HOUSEHOLD FOOD STOCKS DUE TO LACK OF FARM INPUTS,5. FOOD IN THE MARKET WAS VERY EXPENSIVE,
2. North East,5. Bauchi,514. MISAU,2. RURAL,1964,59136,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,4,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,514. MISAU,2. RURAL,1964,59137,1,1. YES,1. YES,1. YES,2. NO,1. YES,1. YES,2. NO,2. NO,1. YES,1. YES,3,3,4,1. YES,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,12. LACK OF MONEY,,,
2. North East,2. Adamawa,215. MUBI SOUTH,2. RURAL,0,59138,1,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1,2,3,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,3. INADEQUATE HOUSEHOLD FOOD STOCKS DUE TO SMALL LAND SIZE,4. INADEQUATE HOUSEHOLD FOOD STOCKS DUE TO LACK OF FARM INPUTS,12. LACK OF MONEY,
2. North East,5. Bauchi,514. MISAU,2. RURAL,1964,59140,2,1. YES,1. YES,1. YES,2. NO,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,3,4,5,1. YES,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3. INADEQUATE HOUSEHOLD FOOD STOCKS DUE TO SMALL LAND SIZE,4. INADEQUATE HOUSEHOLD FOOD STOCKS DUE TO LACK OF FARM INPUTS,5. FOOD IN THE MARKET WAS VERY EXPENSIVE,
2. North East,5. Bauchi,514. MISAU,2. RURAL,1964,59142,1,1. YES,2. NO,1. YES,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,1. YES,3,3,,1. YES,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,12. LACK OF MONEY,,,
2. North East,5. Bauchi,514. MISAU,2. RURAL,1964,59143,1,1. YES,1. YES,1. YES,2. NO,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,3,4,5,1. YES,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4. INADEQUATE HOUSEHOLD FOOD STOCKS DUE TO LACK OF FARM INPUTS,5. FOOD IN THE MARKET WAS VERY EXPENSIVE,,
2. North East,5. Bauchi,514. MISAU,2. RURAL,1964,59144,1,1. YES,1. YES,1. YES,2. NO,1. YES,1. YES,2. NO,2. NO,2. NO,1. YES,3,3,,1. YES,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,12. LACK OF MONEY,,,
2. North East,5. Bauchi,516. SHIRA,2. RURAL,134,59145,1,1. YES,1. YES,1. YES,2. NO,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,3,4,,1. YES,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,4. INADEQUATE HOUSEHOLD FOOD STOCKS DUE TO LACK OF FARM INPUTS,12. LACK OF MONEY,,
2. North East,5. Bauchi,516. SHIRA,2. RURAL,134,59147,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,4,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,516. SHIRA,2. RURAL,134,59148,1,1. YES,1. YES,1. YES,2. NO,1. YES,1. YES,2. NO,2. NO,2. NO,1. YES,3,3,,1. YES,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,12. LACK OF MONEY,,,
2. North East,5. Bauchi,516. SHIRA,2. RURAL,134,59149,1,1. YES,1. YES,1. YES,2. NO,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,3,4,5,1. YES,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4. INADEQUATE HOUSEHOLD FOOD STOCKS DUE TO LACK OF FARM INPUTS,5. FOOD IN THE MARKET WAS VERY EXPENSIVE,12. LACK OF MONEY,
2. North East,5. Bauchi,516. SHIRA,2. RURAL,134,59150,1,1. YES,1. YES,1. YES,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,1. YES,3,3,4,1. YES,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,12. LACK OF MONEY,,,
2. North East,5. Bauchi,516. SHIRA,2. RURAL,134,59151,1,1. YES,1. YES,1. YES,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,1. YES,3,3,4,1. YES,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,12. LACK OF MONEY,,,
2. North East,5. Bauchi,516. SHIRA,2. RURAL,134,59153,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,5,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,516. SHIRA,2. RURAL,134,59154,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,516. SHIRA,2. RURAL,134,59155,1303,1. YES,1. YES,1. YES,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,3,4,,1. YES,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4. INADEQUATE HOUSEHOLD FOOD STOCKS DUE TO LACK OF FARM INPUTS,5. FOOD IN THE MARKET WAS VERY EXPENSIVE,12. LACK OF MONEY,
2. North East,5. Bauchi,516. SHIRA,2. RURAL,134,59156,1,1. YES,1. YES,1. YES,2. NO,1. YES,1. YES,2. NO,2. NO,2. NO,1. YES,3,3,4,1. YES,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,12. LACK OF MONEY,,,
2. North East,5. Bauchi,517. TAFAWA BALEWA,2. RURAL,1424,59157,2,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,1. YES,2. NO,2. NO,2. NO,3,4,5,1. YES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4. INADEQUATE HOUSEHOLD FOOD STOCKS DUE TO LACK OF FARM INPUTS,5. FOOD IN THE MARKET WAS VERY EXPENSIVE,13. LACK OF ACCESS TO MONEY AT THE BANK DUE TO NAIRA REDESIGN,
2. North East,5. Bauchi,517. TAFAWA BALEWA,2. RURAL,1424,59158,2,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,1. YES,2. NO,3,4,5,1. YES,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,13. LACK OF ACCESS TO MONEY AT THE BANK DUE TO NAIRA REDESIGN,6. UNABLE TO REACH THE MARKET DUE TO HIGH TRANSPORTATION COSTS,4. INADEQUATE HOUSEHOLD FOOD STOCKS DUE TO LACK OF FARM INPUTS,
2. North East,5. Bauchi,517. TAFAWA BALEWA,2. RURAL,1424,59159,1,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,3,5,5,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,517. TAFAWA BALEWA,2. RURAL,1424,59160,2,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,1. YES,2. NO,3,4,5,1. YES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4. INADEQUATE HOUSEHOLD FOOD STOCKS DUE TO LACK OF FARM INPUTS,6. UNABLE TO REACH THE MARKET DUE TO HIGH TRANSPORTATION COSTS,5. FOOD IN THE MARKET WAS VERY EXPENSIVE,
2. North East,5. Bauchi,517. TAFAWA BALEWA,2. RURAL,1424,59161,1,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,1. YES,1. YES,3,5,5,1. YES,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1. INADEQUATE HOUSEHOLD FOOD STOCKS DUE TO DROUGHT/ POOR RAINS,3. INADEQUATE HOUSEHOLD FOOD STOCKS DUE TO SMALL LAND SIZE,5. FOOD IN THE MARKET WAS VERY EXPENSIVE,
2. North East,5. Bauchi,517. TAFAWA BALEWA,2. RURAL,1424,59162,1,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,4,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,517. TAFAWA BALEWA,2. RURAL,1424,59163,1,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,1. YES,2. NO,3,5,5,1. YES,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4. INADEQUATE HOUSEHOLD FOOD STOCKS DUE TO LACK OF FARM INPUTS,1. INADEQUATE HOUSEHOLD FOOD STOCKS DUE TO DROUGHT/ POOR RAINS,5. FOOD IN THE MARKET WAS VERY EXPENSIVE,
2. North East,5. Bauchi,517. TAFAWA BALEWA,2. RURAL,1424,59164,1,1. YES,1. YES,1. YES,2. NO,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,3,4,6,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,517. TAFAWA BALEWA,2. RURAL,1424,59165,1,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,3,4,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,4. INADEQUATE HOUSEHOLD FOOD STOCKS DUE TO LACK OF FARM INPUTS,5. FOOD IN THE MARKET WAS VERY EXPENSIVE,12. LACK OF MONEY,
2. North East,5. Bauchi,517. TAFAWA BALEWA,2. RURAL,1424,59168,1,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,1. YES,2. NO,2. NO,2. NO,3,5,5,1. YES,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2. INADEQUATE HOUSEHOLD FOOD STOCKS DUE TO CROP PEST DAMAGE,5. FOOD IN THE MARKET WAS VERY EXPENSIVE,4. INADEQUATE HOUSEHOLD FOOD STOCKS DUE TO LACK OF FARM INPUTS,
2. North East,5. Bauchi,518. TORO,2. RURAL,1788,59169,5102,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. YES,1. YES,3,3,,1. YES,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1. INADEQUATE HOUSEHOLD FOOD STOCKS DUE TO DROUGHT/ POOR RAINS,13. LACK OF ACCESS TO MONEY AT THE BANK DUE TO NAIRA REDESIGN,,
2. North East,5. Bauchi,518. TORO,2. RURAL,1788,59170,1,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,4,4,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,518. TORO,2. RURAL,1788,59171,5101,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,3,,4,1. YES,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4. INADEQUATE HOUSEHOLD FOOD STOCKS DUE TO LACK OF FARM INPUTS,1. INADEQUATE HOUSEHOLD FOOD STOCKS DUE TO DROUGHT/ POOR RAINS,13. LACK OF ACCESS TO MONEY AT THE BANK DUE TO NAIRA REDESIGN,
2. North East,5. Bauchi,518. TORO,2. RURAL,1788,59172,1,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,3,,4,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,518. TORO,2. RURAL,1788,59173,4,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,1. YES,2. NO,3,5,5,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,518. TORO,2. RURAL,1788,59174,1,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,4,4,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,518. TORO,2. RURAL,1788,59175,1,1. YES,1. YES,1. YES,2. NO,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,3,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,518. TORO,2. RURAL,1788,59176,1,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,1. YES,2. NO,3,3,4,1. YES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1. INADEQUATE HOUSEHOLD FOOD STOCKS DUE TO DROUGHT/ POOR RAINS,4. INADEQUATE HOUSEHOLD FOOD STOCKS DUE TO LACK OF FARM INPUTS,12. LACK OF MONEY,
2. North East,5. Bauchi,518. TORO,2. RURAL,1788,59179,1,1. YES,1. YES,1. YES,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,3,4,5,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,518. TORO,2. RURAL,1788,59180,1,2. NO,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,3,4,5,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,518. TORO,2. RURAL,2802,59182,1,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,3,4,5,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,518. TORO,2. RURAL,2802,59184,1,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,4,4,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,518. TORO,2. RURAL,2802,59185,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,4,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,518. TORO,2. RURAL,2802,59186,1,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,4,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,518. TORO,2. RURAL,2802,59187,1,2. NO,2. NO,1. YES,2. NO,1. YES,2. NO,1. YES,2. NO,2. NO,1. YES,3,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,518. TORO,2. RURAL,2802,59188,3,1. YES,1. YES,2. NO,2. NO,1. YES,2. NO,1. YES,2. NO,2. NO,1. YES,3,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,518. TORO,2. RURAL,2802,59189,1,2. NO,2. NO,1. YES,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,3,4,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,518. TORO,2. RURAL,2802,59190,1,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,3,4,5,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,518. TORO,2. RURAL,2802,59191,1,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,3,5,6,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,518. TORO,2. RURAL,2802,59192,2,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,511. JAMARE,2. RURAL,796,59212,1,1. YES,1. YES,2. NO,2. NO,1. YES,1. YES,2. NO,2. NO,2. NO,1. YES,3,4,4,1. YES,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1. INADEQUATE HOUSEHOLD FOOD STOCKS DUE TO DROUGHT/ POOR RAINS,,,
